,최초승차역ID,최종하차역ID,총통행거리,이용량,이비카드정류장ID_승차,정류소명_승차,표준정류장ID_승차,WGS84위도_승차,WGS84경도_승차,이비카드정류장ID_하차,정류소명_하차,표준정류장ID_하차,WGS84위도_하차,WGS84경도_하차,직선거리
122457,4108035.0,4170340.0,7540,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170340.0,유엔아이,233001920.0,37.20385,127.03383329999998,4.20656
122458,4108035.0,4170347.0,5160,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170347.0,신창미션힐,233001622.0,37.2035167,127.04195,3.80923
122459,4108035.0,4170353.0,2500,9,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170353.0,신미주아파트앞,233000109.0,37.2146333,127.05178329999998,2.30086
122460,4108035.0,4170354.0,4770,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170354.0,센트럴상록.동원1차,233000122.0,37.20925,127.1000167,4.05529
122461,4108035.0,4170354.0,4780,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170354.0,센트럴상록.동원1차,233000122.0,37.20925,127.1000167,4.05529
122462,4108035.0,4170356.0,7860,2,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170356.0,신미주아파트,233001648.0,37.1928667,127.0925333,5.05071
122463,4108035.0,4170378.0,6770,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170378.0,한림대병원앞,233001226.0,37.2173333,127.07793329999998,2.05391
122464,4108035.0,4170392.0,5720,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170392.0,계룡.영천초,233000131.0,37.2040333,127.10475,4.75176
122465,4108035.0,4170394.0,5879,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170394.0,반도1차.경남,233000164.0,37.2031833,127.1106,5.20793
122466,4108035.0,4170394.0,6230,3,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170394.0,반도1차.경남,233000164.0,37.2031833,127.1106,5.20793
122467,4108035.0,4170394.0,6240,4,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170394.0,반도1차.경남,233000164.0,37.2031833,127.1106,5.20793
122468,4108035.0,4170394.0,8580,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170394.0,반도1차.경남,233000164.0,37.2031833,127.1106,5.20793
122469,4108035.0,4170400.0,3940,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170400.0,한화꿈에그린아파트,233001677.0,37.20681670000001,127.06655,2.86569
122470,4108035.0,4170407.0,4210,8,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170407.0,센트럴파크,233001675.0,37.2080333,127.0639333,2.72717
122471,4108035.0,4170421.0,16430,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170421.0,주공5단지,233002566.0,37.2149833,126.9635167,9.17667
122472,4108035.0,4170481.0,3710,32,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170481.0,한빛마을.석우중학교(중),233001216.0,37.20831670000001,127.06925,2.72349
122473,4108035.0,4170522.0,10910,2,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170522.0,호반3차.신리고,233002373.0,37.1796333,127.1188333,7.58525
122474,4108035.0,4170531.0,6644,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170531.0,모아포스코아파트,233001692.0,37.2016333,127.05795,3.49063
122475,4108035.0,4170542.0,4930,8,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170542.0,상록.테크노밸리.GS자이,233002436.0,37.2070167,127.0986,4.12639
122477,4108035.0,4170619.0,47500,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170619.0,노진4리,233000493.0,37.0535333,126.81435,29.81563
122478,4108035.0,4170653.0,5660,6,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170653.0,나루마을상가,233001296.0,37.1931167,127.07315,4.44694
122479,4108035.0,4170663.0,2870,11,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170663.0,이주단지,233001436.0,37.2117667,127.0641167,2.31175
122480,4108035.0,4170711.0,6910,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170711.0,휴먼시아4단지후문,233002501.0,37.2041333,127.11981670000002,5.8079
122481,4108035.0,4170723.0,5350,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170723.0,우남퍼스트빌,233000130.0,37.2031667,127.0986,4.4319
122482,4108035.0,4170723.0,6260,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170723.0,우남퍼스트빌,233000130.0,37.2031667,127.0986,4.4319
122483,4108035.0,4170806.0,6000,6,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170806.0,동탄역(서측),233003084.0,37.1995833,127.0960833,4.59561
122484,4108035.0,4170806.0,6480,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170806.0,동탄역(서측),233003084.0,37.1995833,127.0960833,4.59561
122485,4108035.0,4170806.0,6630,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170806.0,동탄역(서측),233003084.0,37.1995833,127.0960833,4.59561
122486,4108035.0,4170806.0,6640,4,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170806.0,동탄역(서측),233003084.0,37.1995833,127.0960833,4.59561
122487,4108035.0,4170833.0,8230,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170833.0,리베라CC,233000999.0,37.1907,127.0989833,5.55227
122488,4108035.0,4170861.0,8960,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170861.0,대우푸르지오.반도유보라,233001167.0,37.1981667,127.1146667,5.84205
122489,4108035.0,4170914.0,3190,13,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170914.0,개나리공원,233001437.0,37.21135,127.06771670000002,2.3716
122490,4108035.0,4170922.0,4330,8,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170922.0,주공4단지,233001686.0,37.2084167,127.04456670000002,3.22578
122491,4108035.0,4170937.0,4860,9,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170937.0,동탄2동주민센터,233001639.0,37.1964167,127.0728833,4.08136
122492,4108035.0,4170937.0,10067,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170937.0,동탄2동주민센터,233001639.0,37.1964167,127.0728833,4.08136
122493,4108035.0,4170942.0,6450,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170942.0,반도.모아아파트,233001491.0,37.2019167,127.11415,5.54183
122494,4108035.0,4170942.0,6660,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170942.0,반도.모아아파트,233001491.0,37.2019167,127.11415,5.54183
122495,4108035.0,4170942.0,6680,2,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170942.0,반도.모아아파트,233001491.0,37.2019167,127.11415,5.54183
122496,4108035.0,4170943.0,5810,5,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170943.0,상록.경남아파트.이주택지,233001492.0,37.2068333,127.1105667,4.96104
122497,4108035.0,4170943.0,5820,6,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170943.0,상록.경남아파트.이주택지,233001492.0,37.2068333,127.1105667,4.96104
122498,4108035.0,4170944.0,5520,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170944.0,성원아파트.이지더원,233001493.0,37.2086833,127.1084333,4.68843
122499,4108035.0,4170944.0,5530,4,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170944.0,성원아파트.이지더원,233001493.0,37.2086833,127.1084333,4.68843
122500,4108035.0,4170963.0,2933,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170963.0,반월1통.빅마켓앞,233000102.0,37.2291833,127.06506670000002,0.3752
122501,4108035.0,4170974.0,4000,2,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170974.0,메타폴리스(중),233001218.0,37.2043,127.06745,3.15012
122502,4108035.0,4170974.0,4180,60,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170974.0,메타폴리스(중),233001218.0,37.2043,127.06745,3.15012
122503,4108035.0,4170976.0,3040,4,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170976.0,예당마을.롯데캐슬(중),233001282.0,37.2116333,127.0728,2.43174
122504,4108035.0,4170977.0,2130,69,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170977.0,한림대병원(중),233001225.0,37.21731670000001,127.07775,2.04628
122505,4108035.0,4170980.0,5500,8,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170980.0,새강주공휴먼시아,233001453.0,37.1932167,127.0716,4.41512
122506,4108035.0,4170981.0,5160,6,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4170981.0,새강주공휴먼시아,233001452.0,37.1956667,127.0692,4.11984
122512,4108035.0,4195534.0,5040,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4195534.0,신한에스빌아파트,233000062.0,37.2088167,127.0387833,3.50207
122513,4108035.0,4195716.0,4610,20,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4195716.0,다은마을(중),233001220.0,37.2004167,127.0673,3.58
122514,4108035.0,4197587.0,6390,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197587.0,동탄국제고등학교,233001455.0,37.18906670000001,127.07918329999998,5.00046
122515,4108035.0,4197587.0,6860,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197587.0,동탄국제고등학교,233001455.0,37.18906670000001,127.07918329999998,5.00046
122517,4108035.0,4197590.0,5984,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197590.0,서해.쌍용아파트,233001450.0,37.1958167,127.0696333,4.10707
122518,4108035.0,4197591.0,4290,37,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197591.0,롯데캐슬.복합문화센터,233001968.0,37.2012333,127.0707667,3.52233
122519,4108035.0,4197593.0,1160,66,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197593.0,IT단지(중),233001310.0,37.2252667,127.0734833,1.11767
122520,4108035.0,4197606.0,6110,5,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197606.0,서동탄역신일해피트리(중),233001287.0,37.1994,127.0533167,3.8234
122521,4108035.0,4197608.0,9029,3,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197608.0,동탄면사무소,233002210.0,37.1737833,127.0908,6.92891
122522,4108035.0,4197608.0,9062,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4197608.0,동탄면사무소,233002210.0,37.1737833,127.0908,6.92891
122525,4108035.0,4199091.0,16560,2,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4199091.0,동화초중교,233001624.0,37.2146667,126.9620833,9.30819
122526,4108035.0,4199433.0,5090,4,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4199433.0,동탄고등학교,233001723.0,37.2039333,127.05916670000002,3.22066
122527,4108035.0,4199603.0,7250,6,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4199603.0,나루고등학교,233001847.0,37.18815,127.0730833,4.99147
122528,4108035.0,4199626.0,24127,1,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4199626.0,신성미소지움아파트,233001863.0,37.13875,126.9136333,16.97281
122529,4108035.0,4199835.0,2100,46,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,4199835.0,능동마을입구,233001718.0,37.21685,127.05815,1.84191
122931,4108036.0,4100050.0,17770,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4100050.0,동탄1동주민센터,233001650.0,37.20685,127.07235,3.30018
122985,4108036.0,4102884.0,32630,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4102884.0,두곡리,233000764.0,37.2055333,126.7831667,24.95387
122986,4108036.0,4102884.0,33270,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4102884.0,두곡리,233000764.0,37.2055333,126.7831667,24.95387
122987,4108036.0,4102886.0,34700,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4102886.0,은장고개,233001298.0,37.2026667,126.7882833,24.55072
123061,4108036.0,4108035.0,1630,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,0.38373
123062,4108036.0,4108035.0,1940,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,0.38373
123063,4108036.0,4108035.0,2380,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,0.38373
123064,4108036.0,4108035.0,3350,2,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,0.38373
123065,4108036.0,4108035.0,10940,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,0.38373
123066,4108036.0,4108037.0,920,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123067,4108036.0,4108037.0,1230,4,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123068,4108036.0,4108037.0,1540,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123069,4108036.0,4108037.0,1980,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123070,4108036.0,4108037.0,2950,5,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123071,4108036.0,4108037.0,3060,3,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123072,4108036.0,4108037.0,4220,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123073,4108036.0,4108037.0,6120,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123074,4108036.0,4108037.0,6510,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123075,4108036.0,4108037.0,10280,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123076,4108036.0,4108037.0,13560,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123077,4108036.0,4108037.0,14550,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123078,4108036.0,4108037.0,14710,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123079,4108036.0,4108037.0,15040,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123080,4108036.0,4108037.0,21880,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,0.03569
123261,4108036.0,4116679.0,14690,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4116679.0,SK매직.우림그린빌리지,233000589.0,37.2247833,126.97205,8.09268
123262,4108036.0,4116681.0,15050,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4116681.0,신일우남아파트,233000590.0,37.2266,126.9716167,8.10348
123447,4108036.0,4117374.0,20330,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4117374.0,앞말,233001127.0,37.1835667,127.0014167,7.90791
123470,4108036.0,4120433.0,31550,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4120433.0,화성시청후문,233001000.0,37.2001333,126.82886670000002,21.0549
123471,4108036.0,4120457.0,6510,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4120457.0,예당고사거리,233002440.0,37.2091833,127.08181670000002,3.38777
123472,4108036.0,4121008.0,2790,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4121008.0,이주택지.상록.경남아파트,233002429.0,37.2072167,127.1106833,5.30045
123493,4108036.0,4130090.0,2830,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4130090.0,풍성신미주,233002032.0,37.214,127.0526,2.54183
123494,4108036.0,4130115.0,4480,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4130115.0,기산삼거리,233002036.0,37.2262333,127.0472333,1.69501
123495,4108036.0,4130115.0,4510,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4130115.0,기산삼거리,233002036.0,37.2262333,127.0472333,1.69501
123585,4108036.0,4170959.0,30750,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4170959.0,남양중고교입구,233001749.0,37.20515,126.82106670000002,21.63925
123586,4108036.0,4170973.0,15800,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4170973.0,메타폴리스(중),233001219.0,37.2037,127.0675,3.5603
123626,4108036.0,4198442.0,6270,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4198442.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,17.5913
123627,4108036.0,4198952.0,2880,11,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4198952.0,래미안영통마크원1단지,233002369.0,37.2450333,127.04135,2.15079
123635,4108036.0,4199630.0,14330,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4199630.0,수영초등학교,233001868.0,37.2365333,126.9549167,9.52191
123636,4108036.0,4199630.0,14790,1,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,4199630.0,수영초등학교,233001868.0,37.2365333,126.9549167,9.52191
123761,4108037.0,4100049.0,5720,3,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4100049.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,4.14622
123762,4108037.0,4100049.0,5910,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4100049.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,4.14622
123763,4108037.0,4100049.0,6370,7,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4100049.0,홈플러스.벌말초교,233000100.0,37.2033,127.03813329999998,4.14622
123764,4108037.0,4100050.0,4060,43,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4100050.0,동탄1동주민센터,233001650.0,37.20685,127.07235,3.29467
123765,4108037.0,4100050.0,4067,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4100050.0,동탄1동주민센터,233001650.0,37.20685,127.07235,3.29467
123767,4108037.0,4101578.0,5130,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4101578.0,숲속자연앤,233001983.0,37.20715,127.0600333,3.13918
123768,4108037.0,4102833.0,10160,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4102833.0,호반3차.신리고,233002006.0,37.1797833,127.11893329999998,7.96788
123769,4108037.0,4102833.0,10630,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4102833.0,호반3차.신리고,233002006.0,37.1797833,127.11893329999998,7.96788
123771,4108037.0,4107839.0,16270,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4107839.0,임광그대가3단지,233002043.0,37.2172167,126.96926670000002,8.46265
123772,4108037.0,4108008.0,6211,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108008.0,사랑의교회,233001962.0,37.1935833,127.08085,4.93038
123773,4108037.0,4108009.0,5160,4,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108009.0,주공1.2단지,233000079.0,37.2081,127.04106670000002,3.55507
123774,4108037.0,4108011.0,4900,18,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108011.0,우남퍼스트빌,233000080.0,37.2076167,127.0429333,3.51832
123775,4108037.0,4108014.0,4400,7,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108014.0,주공5단지,233001685.0,37.2099833,127.04775,3.09193
123776,4108037.0,4108015.0,3950,6,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108015.0,안화초교.주공8.9단지,233000072.0,37.2132,127.0459,2.8486
123777,4108037.0,4108017.0,3180,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108017.0,주공10.11단지,233000067.0,37.2158833,127.0452667,2.62656
123778,4108037.0,4108017.0,3580,33,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108017.0,주공10.11단지,233000067.0,37.2158833,127.0452667,2.62656
123779,4108037.0,4108019.0,3200,9,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108019.0,주공8단지,233000108.0,37.21515,127.04878329999998,2.53515
123780,4108037.0,4108023.0,2550,6,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108023.0,SK뷰2차아파트,233000105.0,37.2162833,127.0551,2.20707
123781,4108037.0,4108028.0,1840,40,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108028.0,성지산업,233000104.0,37.2212667,127.0596833,1.5787
123782,4108037.0,4108034.0,11200,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108034.0,반월리큰고개,233000116.0,37.233,127.0648,0.35278
123783,4108037.0,4108034.0,13951,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108034.0,반월리큰고개,233000116.0,37.233,127.0648,0.35278
123784,4108037.0,4108035.0,400,8,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108035.0,반월리큰고개,233001211.0,37.23255,127.0647833,0.39015
123785,4108037.0,4108036.0,6240,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,0.03569
123786,4108037.0,4108036.0,11720,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,0.03569
123787,4108037.0,4108036.0,20140,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4108036.0,신영통현대타운.두산위브,233000118.0,37.2354667,127.06246670000002,0.03569
123801,4108037.0,4115505.0,8430,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4115505.0,한화.호반,233002419.0,37.1967833,127.1045667,5.70227
123802,4108037.0,4115604.0,10100,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4115604.0,예솔초.호반2차.대원2차,233002421.0,37.1962,127.1186833,6.63629
123803,4108037.0,4116268.0,4170,4,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4116268.0,안화고등학교,233002393.0,37.2115,127.0472,2.96037
123804,4108037.0,4116671.0,15070,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4116671.0,수원대학교,233000576.0,37.2141667,126.97915,7.71239
123805,4108037.0,4116674.0,14390,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4116674.0,와우2리,233000945.0,37.2159833,126.9763167,7.89413
123806,4108037.0,4116678.0,15190,3,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4116678.0,신일해피트리1차,233000596.0,37.2224667,126.97393329999998,7.93597
123807,4108037.0,4116682.0,13270,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4116682.0,광도와이드빌.우남그린빌,233000594.0,37.2265833,126.9718833,8.04626
123808,4108037.0,4116682.0,15680,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4116682.0,광도와이드빌.우남그린빌,233000594.0,37.2265833,126.9718833,8.04626
123810,4108037.0,4117232.0,800,44,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4117232.0,반월1통.빅마켓앞,233000113.0,37.22945,127.0649667,0.7017
123811,4108037.0,4117233.0,1470,66,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4117233.0,삼성전자,233000112.0,37.2237333,127.0625833,1.29057
123812,4108037.0,4117235.0,2120,16,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4117235.0,반월3통,233001451.0,37.2194667,127.05733329999998,1.81406
123813,4108037.0,4117309.0,5890,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4117309.0,모아미래도,233001985.0,37.2003167,127.05925,3.90184
123814,4108037.0,4117410.0,8010,4,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4117410.0,우남퍼스트빌3차아파트,233000949.0,37.1984333,127.04143329999998,4.49271
123815,4108037.0,4117411.0,11850,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4117411.0,우남블루존아파트,233000602.0,37.2098333,127.0092333,5.47282
123816,4108037.0,4117413.0,12470,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4117413.0,지킴이마을.타래치길,233001131.0,37.207,126.9930167,6.88066
123817,4108037.0,4119331.0,3870,3,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4119331.0,롯데시네마,233002132.0,37.2144833,127.04245,2.89863
123818,4108037.0,4119331.0,3877,2,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4119331.0,롯데시네마,233002132.0,37.2144833,127.04245,2.89863
123819,4108037.0,4119331.0,3916,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4119331.0,롯데시네마,233002132.0,37.2144833,127.04245,2.89863
123822,4108037.0,4120435.0,3430,3,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4120435.0,예당예원초,233001652.0,37.2107,127.0775833,3.06303
123823,4108037.0,4120436.0,3710,20,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4120436.0,롯데케슬정문,233001653.0,37.2092667,127.07491670000002,3.11272
123824,4108037.0,4120437.0,8840,1,4108037.0,신영통현대타운.두산위브,233000117.0,37.2353333,127.0621,4120437.0,반도3.금강,233000996.0,37.1802,127.1032333,7.13117
