,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,govern,lat,lng,이비노선ID,표준노선ID
7790,89062,233000021,5-4,3,시장앞,233001246,36937.0,화성시,37.0846667,126.8194833,233000021.0,41008112.0
7791,89063,233000021,5-4,4,삼괴중고등학교,233001067,36823.0,화성시,37.0870167,126.8189833,233000021.0,41008112.0
7792,89064,233000021,5-4,5,우정읍복지센터입구,233001070,36822.0,화성시,37.0896167,126.8172,233000021.0,41008112.0
7793,89065,233000021,5-4,6,한각리입구,233001071,36821.0,화성시,37.09215,126.81645,233000021.0,41008112.0
7794,89066,233000021,5-4,7,멱우2리부대앞,233001077,37494.0,화성시,37.0957667,126.8151833,233000021.0,41008112.0
7795,89067,233000021,5-4,8,멱우2리,233001081,36819.0,화성시,37.1021,126.81383329999998,233000021.0,41008112.0
7796,89068,233000021,5-4,9,멱우1리,233001352,37527.0,화성시,37.1060667,126.80795,233000021.0,41008112.0
7797,89069,233000021,5-4,10,화수사거리,233001553,36699.0,화성시,37.10985,126.8016167,233000021.0,41008112.0
7798,89070,233000021,5-4,11,경기요양병원,233001089,36818.0,화성시,37.1151,126.7973833,233000021.0,41008112.0
7799,89071,233000021,5-4,12,호곡리,233000415,36861.0,화성시,37.1175,126.7945833,233000021.0,41008112.0
7800,89072,233000021,5-4,13,화수1리입구,233001113,37493.0,화성시,37.1189333,126.7873,233000021.0,41008112.0
7801,89073,233000021,5-4,14,호곡1리,233001114,36817.0,화성시,37.1197833,126.78465,233000021.0,41008112.0
7802,89074,233000021,5-4,15,호곡2리,233001115,36816.0,화성시,37.1194,126.7801,233000021.0,41008112.0
7803,89075,233000021,5-4,16,호곡3리입구,233000409,36865.0,화성시,37.1196,126.7763,233000021.0,41008112.0
7804,89076,233000021,5-4,17,호곡3리마을회관,233000408,36866.0,화성시,37.1172,126.7720667,233000021.0,41008112.0
7805,89077,233000021,5-4,18,호곡리(경유),277101619,,화성시,37.1183833,126.77396670000002,233000021.0,41008112.0
7806,89078,233000021,5-4,19,호곡3리입구,233001119,36814.0,화성시,37.1194833,126.7763667,233000021.0,41008112.0
7807,89079,233000021,5-4,20,호곡2리,233001116,37492.0,화성시,37.11925,126.7801,233000021.0,41008112.0
7808,89080,233000021,5-4,21,호곡1리,233000407,37451.0,화성시,37.1196333,126.7845333,233000021.0,41008112.0
7809,89081,233000021,5-4,22,문화마을,233000414,37449.0,화성시,37.1240333,126.7956667,233000021.0,41008112.0
7810,89082,233000021,5-4,23,선창포구종점,233000413,36862.0,화성시,37.1281833,126.7963333,233000021.0,41008112.0
7811,89083,233000021,5-4,24,문화마을,233001121,36813.0,화성시,37.1240833,126.7954833,233000021.0,41008112.0
7812,89084,233000021,5-4,25,호곡리,233000411,37450.0,화성시,37.11745,126.7943833,233000021.0,41008112.0
7813,89085,233000021,5-4,26,경기요양병원,233000410,36864.0,화성시,37.11505,126.7972667,233000021.0,41008112.0
7814,89086,233000021,5-4,27,화수사거리,233001117,37491.0,화성시,37.1096333,126.8018833,233000021.0,41008112.0
7815,89087,233000021,5-4,28,멱우1리,233001351,37607.0,화성시,37.10605,126.80781670000002,233000021.0,41008112.0
7816,89088,233000021,5-4,29,멱우2리,233001078,36820.0,화성시,37.1013833,126.81413329999998,233000021.0,41008112.0
7817,89089,233000021,5-4,30,멱우2리부대앞,233001074,37495.0,화성시,37.0957667,126.8151,233000021.0,41008112.0
7818,89090,233000021,5-4,31,한각리입구,233001068,36707.0,화성시,37.0918833,126.81641670000002,233000021.0,41008112.0
7819,89091,233000021,5-4,32,우정읍복지센터입구,233001069,37496.0,화성시,37.0895667,126.8170667,233000021.0,41008112.0
7820,89092,233000021,5-4,33,삼괴중고등학교,233001066,37497.0,화성시,37.0867667,126.81893329999998,233000021.0,41008112.0
7821,89093,233000021,5-4,34,시장앞,233001247,36936.0,화성시,37.0849167,126.8193,233000021.0,41008112.0
7822,89094,233000021,5-4,35,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000021.0,41008112.0
7824,89095,233000022,15,1,조암터미널,233000929,36011.0,화성시,37.08215,126.8155833,233000022.0,41008115.0
7825,89096,233000022,15,2,조암리(경유),277102394,,화성시,37.0827,126.81888329999998,233000022.0,41008115.0
7826,89097,233000022,15,3,어은삼거리,233000931,37122.0,화성시,37.0859167,126.8264,233000022.0,41008115.0
7827,89098,233000022,15,4,어은4리,233000515,37124.0,화성시,37.0817667,126.8282,233000022.0,41008115.0
7828,89099,233000022,15,5,장안면행정복지센터,233000932,37126.0,화성시,37.0787333,126.8304167,233000022.0,41008115.0
7829,89100,233000022,15,6,사랑리,233000514,37129.0,화성시,37.0734333,126.834,233000022.0,41008115.0
7830,89101,233000022,15,7,덕다2리앞,233001248,37514.0,화성시,37.0693833,126.8376,233000022.0,41008115.0
7831,89102,233000022,15,8,덕다리입구,233000933,37131.0,화성시,37.0667333,126.8392667,233000022.0,41008115.0
7832,89103,233000022,15,9,독정1리,233000934,37136.0,화성시,37.0667,126.84605,233000022.0,41008115.0
7833,89104,233000022,15,10,독정삼거리,233000513,37140.0,화성시,37.0702167,126.84955,233000022.0,41008115.0
7834,89105,233000022,15,11,독정2리,233000935,37141.0,화성시,37.0718,126.8537667,233000022.0,41008115.0
7835,89106,233000022,15,12,독정5리마을회관,233001133,36727.0,화성시,37.0637,126.8701167,233000022.0,41008115.0
7836,89107,233000022,15,13,장안9리,233001807,37819.0,화성시,37.05655,126.8689,233000022.0,41008115.0
7837,89108,233000022,15,14,장안7리,233001808,37820.0,화성시,37.0499833,126.8669,233000022.0,41008115.0
7838,89109,233000022,15,15,장안6리,233001809,37821.0,화성시,37.0511667,126.8602,233000022.0,41008115.0
7839,89110,233000022,15,16,장안6리노인회관,233001810,37822.0,화성시,37.0514167,126.8575,233000022.0,41008115.0
7840,89111,233000022,15,17,장안6리.물구리,233001432,36713.0,화성시,37.0523333,126.8564667,233000022.0,41008115.0
7841,89112,233000022,15,18,장명초교입구,233001770,37823.0,화성시,37.0560333,126.85573329999998,233000022.0,41008115.0
7842,89113,233000022,15,19,장안9리입구,233001418,36986.0,화성시,37.0606833,126.8545333,233000022.0,41008115.0
7843,89114,233000022,15,20,삼주농장입구,233001771,37796.0,화성시,37.066,126.8530167,233000022.0,41008115.0
7844,89115,233000022,15,21,독정삼거리,233000503,37139.0,화성시,37.07025,126.8494667,233000022.0,41008115.0
7845,89116,233000022,15,22,독정1리,233000502,37137.0,화성시,37.06685,126.84596670000002,233000022.0,41008115.0
7846,89117,233000022,15,23,덕다리입구,233000501,37132.0,화성시,37.0668333,126.83938329999998,233000022.0,41008115.0
7847,89118,233000022,15,24,덕다2리앞(구래),233000500,36909.0,화성시,37.06941670000001,126.83771670000002,233000022.0,41008115.0
7848,89119,233000022,15,25,사랑리,233000499,37130.0,화성시,37.0734167,126.83425,233000022.0,41008115.0
7849,89120,233000022,15,26,장안면행정복지센터,233000498,37127.0,화성시,37.0788167,126.83056670000002,233000022.0,41008115.0
7850,89121,233000022,15,27,어은4리,233000497,37125.0,화성시,37.0818,126.82836670000002,233000022.0,41008115.0
7851,89122,233000022,15,28,어은삼거리,233001816,37792.0,화성시,37.0858833,126.8265,233000022.0,41008115.0
7852,89123,233000022,15,29,장안초등학교,233001366,37389.0,화성시,37.08481670000001,126.8235,233000022.0,41008115.0
7853,89124,233000022,15,30,조암GS주유소,233000373,36022.0,화성시,37.0836,126.8204833,233000022.0,41008115.0
7854,89125,233000022,15,31,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000022.0,41008115.0
7856,89126,233000024,14,1,조암터미널,233000929,36011.0,화성시,37.08215,126.8155833,233000024.0,41008114.0
7857,89127,233000024,14,2,조암리(경유),277102394,,화성시,37.0827,126.81888329999998,233000024.0,41008114.0
7858,89128,233000024,14,3,어은삼거리,233000931,37122.0,화성시,37.0859167,126.8264,233000024.0,41008114.0
7859,89129,233000024,14,4,어은4리,233000515,37124.0,화성시,37.0817667,126.8282,233000024.0,41008114.0
7860,89130,233000024,14,5,장안면행정복지센터,233000932,37126.0,화성시,37.0787333,126.8304167,233000024.0,41008114.0
7861,89131,233000024,14,6,사랑리,233000514,37129.0,화성시,37.0734333,126.834,233000024.0,41008114.0
7862,89132,233000024,14,7,덕다2리앞,233001248,37514.0,화성시,37.0693833,126.8376,233000024.0,41008114.0
7863,89133,233000024,14,8,덕다리입구,233001144,37490.0,화성시,37.06765,126.83795,233000024.0,41008114.0
7864,89134,233000024,14,9,덕다1리,233001249,36935.0,화성시,37.0577333,126.83965,233000024.0,41008114.0
7865,89135,233000024,14,10,덕다3리,233001143,36773.0,화성시,37.0527833,126.83471670000002,233000024.0,41008114.0
7866,89136,233000024,14,11,덕다3리.문화촌,233001138,36776.0,화성시,37.0476167,126.8366,233000024.0,41008114.0
7867,89137,233000024,14,12,덕다리(경유),277101969,,화성시,37.04975,126.8332833,233000024.0,41008114.0
7868,89138,233000024,14,13,덕다3리,233001141,36774.0,화성시,37.05245,126.8348833,233000024.0,41008114.0
7869,89139,233000024,14,14,덕다1리,233001250,36942.0,화성시,37.0578333,126.8397667,233000024.0,41008114.0
7870,89140,233000024,14,15,덕다리입구,233001145,37489.0,화성시,37.0677,126.8380833,233000024.0,41008114.0
7871,89141,233000024,14,16,덕다2리앞(구래),233000500,36909.0,화성시,37.06941670000001,126.83771670000002,233000024.0,41008114.0
7872,89142,233000024,14,17,사랑리,233000499,37130.0,화성시,37.0734167,126.83425,233000024.0,41008114.0
7873,89143,233000024,14,18,장안면행정복지센터,233000498,37127.0,화성시,37.0788167,126.83056670000002,233000024.0,41008114.0
7874,89144,233000024,14,19,어은4리,233000497,37125.0,화성시,37.0818,126.82836670000002,233000024.0,41008114.0
7875,89145,233000024,14,20,어은삼거리,233001816,37792.0,화성시,37.0858833,126.8265,233000024.0,41008114.0
7876,89146,233000024,14,21,장안초등학교,233001366,37389.0,화성시,37.08481670000001,126.8235,233000024.0,41008114.0
7877,89147,233000024,14,22,조암GS주유소,233000373,36022.0,화성시,37.0836,126.8204833,233000024.0,41008114.0
7878,89148,233000024,14,23,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000024.0,41008114.0
7880,89149,233000025,9,1,조암터미널,233000929,36011.0,화성시,37.08215,126.8155833,233000025.0,41008105.0
7881,89150,233000025,9,2,조암삼거리(경유),277102392,,화성시,37.0809333,126.81455,233000025.0,41008105.0
7882,89151,233000025,9,3,장안여자중학교,233000992,36797.0,화성시,37.0785667,126.8152167,233000025.0,41008105.0
7883,89152,233000025,9,4,사곡6리,233000496,36910.0,화성시,37.0748167,126.81515,233000025.0,41008105.0
7884,89153,233000025,9,5,사곡5리,233000495,36911.0,화성시,37.0681167,126.816,233000025.0,41008105.0
7885,89154,233000025,9,6,사곡2리,233000494,37429.0,화성시,37.0645333,126.8152167,233000025.0,41008105.0
7886,89155,233000025,9,7,노진4리,233000493,36912.0,화성시,37.0535333,126.81435,233000025.0,41008105.0
7887,89156,233000025,9,8,노진초등학교,233001146,36772.0,화성시,37.0526167,126.80956670000002,233000025.0,41008105.0
7888,89157,233000025,9,9,노진2리(노인정),233001147,36771.0,화성시,37.0490167,126.8122667,233000025.0,41008105.0
7889,89158,233000025,9,10,노진2리,233001149,37488.0,화성시,37.0476,126.81285,233000025.0,41008105.0
7890,89159,233000025,9,11,노진5리,233000467,37436.0,화성시,37.0419167,126.8156,233000025.0,41008105.0
7891,89160,233000025,9,12,노진3리,233001291,36717.0,화성시,37.0363,126.8173333,233000025.0,41008105.0
7892,89161,233000025,9,13,노진리종점,233000466,36881.0,화성시,37.03425,126.8193,233000025.0,41008105.0
7893,89162,233000025,9,14,노진3리,233001292,36716.0,화성시,37.0363333,126.8173333,233000025.0,41008105.0
7894,89163,233000025,9,15,노진5,233001150,36769.0,화성시,37.042,126.8156167,233000025.0,41008105.0
7895,89164,233000025,9,16,노진2리,233000465,36882.0,화성시,37.0476167,126.81296670000002,233000025.0,41008105.0
7896,89165,233000025,9,17,노진2리(노인정),233001148,36770.0,화성시,37.0491167,126.8123833,233000025.0,41008105.0
7897,89166,233000025,9,18,노진초등학교,233000491,36914.0,화성시,37.0524667,126.8096333,233000025.0,41008105.0
7898,89167,233000025,9,19,노진리,233000490,37430.0,화성시,37.0534,126.8145333,233000025.0,41008105.0
7899,89168,233000025,9,20,사곡2리,233000489,36915.0,화성시,37.0645333,126.8154,233000025.0,41008105.0
7900,89169,233000025,9,21,사곡5리,233000488,36916.0,화성시,37.0682333,126.8162333,233000025.0,41008105.0
7901,89170,233000025,9,22,사곡6리,233000487,37431.0,화성시,37.0749667,126.8153333,233000025.0,41008105.0
7902,89171,233000025,9,23,장안여자중학교,233000486,36917.0,화성시,37.0785667,126.8154,233000025.0,41008105.0
7903,89172,233000025,9,24,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000025.0,41008105.0
7905,89173,233000026,19,1,조암터미널,233000929,36011.0,화성시,37.08215,126.8155833,233000026.0,41008117.0
7906,89174,233000026,19,2,조암삼거리(경유),277102392,,화성시,37.0809333,126.81455,233000026.0,41008117.0
7907,89175,233000026,19,3,장안여자중학교,233000992,36797.0,화성시,37.0785667,126.8152167,233000026.0,41008117.0
7908,89176,233000026,19,4,사곡6리,233000496,36910.0,화성시,37.0748167,126.81515,233000026.0,41008117.0
7909,89177,233000026,19,5,사곡5리,233000495,36911.0,화성시,37.0681167,126.816,233000026.0,41008117.0
7910,89178,233000026,19,6,사곡2리,233000494,37429.0,화성시,37.0645333,126.8152167,233000026.0,41008117.0
7911,89179,233000026,19,7,노진4리,233000493,36912.0,화성시,37.0535333,126.81435,233000026.0,41008117.0
7912,89180,233000026,19,8,노진초등학교,233001146,36772.0,화성시,37.0526167,126.80956670000002,233000026.0,41008117.0
7913,89181,233000026,19,9,노진2리(노인정),233001147,36771.0,화성시,37.0490167,126.8122667,233000026.0,41008117.0
7914,89182,233000026,19,10,노진2리,233001149,37488.0,화성시,37.0476,126.81285,233000026.0,41008117.0
7915,89183,233000026,19,11,노진5리,233000467,37436.0,화성시,37.0419167,126.8156,233000026.0,41008117.0
7916,89184,233000026,19,12,노진3리,233001291,36717.0,화성시,37.0363,126.8173333,233000026.0,41008117.0
7917,89185,233000026,19,13,노진리종점,233000466,36881.0,화성시,37.03425,126.8193,233000026.0,41008117.0
7918,89186,233000026,19,14,노진3리,233001292,36716.0,화성시,37.0363333,126.8173333,233000026.0,41008117.0
7919,89187,233000026,19,15,노진5,233001150,36769.0,화성시,37.042,126.8156167,233000026.0,41008117.0
7920,89188,233000026,19,16,노진2리,233000465,36882.0,화성시,37.0476167,126.81296670000002,233000026.0,41008117.0
7921,89189,233000026,19,17,노진2리(노인정),233001148,36770.0,화성시,37.0491167,126.8123833,233000026.0,41008117.0
7922,89190,233000026,19,18,이화4리,233000492,36913.0,화성시,37.0468,126.806,233000026.0,41008117.0
7923,89191,233000026,19,19,노진초등학교,233000491,36914.0,화성시,37.0524667,126.8096333,233000026.0,41008117.0
7924,89192,233000026,19,20,노진리,233000490,37430.0,화성시,37.0534,126.8145333,233000026.0,41008117.0
7925,89193,233000026,19,21,사곡2리,233000489,36915.0,화성시,37.0645333,126.8154,233000026.0,41008117.0
7926,89194,233000026,19,22,사곡5리,233000488,36916.0,화성시,37.0682333,126.8162333,233000026.0,41008117.0
7927,89195,233000026,19,23,사곡6리,233000487,37431.0,화성시,37.0749667,126.8153333,233000026.0,41008117.0
7928,89196,233000026,19,24,장안여자중학교,233000486,36917.0,화성시,37.0785667,126.8154,233000026.0,41008117.0
7929,89197,233000026,19,25,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000026.0,41008117.0
7931,89198,233000027,3-1,1,조암터미널,233000929,36011.0,화성시,37.08215,126.8155833,233000027.0,41008108.0
7932,89199,233000027,3-1,2,조암삼거리(경유),277102392,,화성시,37.0809333,126.81455,233000027.0,41008108.0
7933,89200,233000027,3-1,3,조암8리,233000372,37397.0,화성시,37.0812667,126.81038329999998,233000027.0,41008108.0
7934,89201,233000027,3-1,4,우정초등학교,233000371,36836.0,화성시,37.0808167,126.8017,233000027.0,41008108.0
7935,89202,233000027,3-1,5,조암4리앞,233000370,36837.0,화성시,37.0822667,126.7963667,233000027.0,41008108.0
7936,89203,233000027,3-1,6,운평2리,233001156,37487.0,화성시,37.0845833,126.78073329999998,233000027.0,41008108.0
7937,89204,233000027,3-1,7,운평사거리,233001157,36768.0,화성시,37.0830333,126.7767,233000027.0,41008108.0
7938,89205,233000027,3-1,8,운평1리평밭,233001163,37485.0,화성시,37.0871833,126.7718,233000027.0,41008108.0
7939,89206,233000027,3-1,9,운평사거리,233000417,36860.0,화성시,37.0829667,126.7767167,233000027.0,41008108.0
7940,89207,233000027,3-1,10,운평2리,233000404,37452.0,화성시,37.0845,126.7807,233000027.0,41008108.0
7941,89208,233000027,3-1,11,조암4리앞,233001159,37486.0,화성시,37.0822,126.7963667,233000027.0,41008108.0
7942,89209,233000027,3-1,12,우정초등학교,233001160,36788.0,화성시,37.0807,126.8016667,233000027.0,41008108.0
7943,89210,233000027,3-1,13,금강아파트,233001161,36787.0,화성시,37.08115,126.81036670000002,233000027.0,41008108.0
7944,89211,233000027,3-1,14,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000027.0,41008108.0
7946,89212,233000027,3-1,15,우정읍행정복지센터,233002091,55066.0,화성시,37.0884333,126.81655,233000027.0,41008108.0
7947,89213,233000027,3-1,16,삼괴중고교,233002089,55064.0,화성시,37.0882667,126.8211,233000027.0,41008108.0
7948,89214,233000027,3-1,17,조암GS주유소,233000373,36022.0,화성시,37.0836,126.8204833,233000027.0,41008108.0
7949,89215,233000028,3,1,조암터미널,233002665,55076.0,화성시,37.0819,126.8161,233000028.0,41008102.0
7950,89216,233000028,3,2,조암삼거리(경유),277102392,,화성시,37.0809333,126.81455,233000028.0,41008102.0
7951,89217,233000028,3,3,조암8리,233000372,37397.0,화성시,37.0812667,126.81038329999998,233000028.0,41008102.0
7952,89218,233000028,3,4,우정초등학교,233000371,36836.0,화성시,37.0808167,126.8017,233000028.0,41008102.0
7953,89219,233000028,3,5,조암4리앞,233000370,36837.0,화성시,37.0822667,126.7963667,233000028.0,41008102.0
7954,89220,233000028,3,6,운평2리,233001156,37487.0,화성시,37.0845833,126.78073329999998,233000028.0,41008102.0
7955,89221,233000028,3,7,운평사거리,233001157,36768.0,화성시,37.0830333,126.7767,233000028.0,41008102.0
7956,89222,233000028,3,8,운평3리,233000420,36858.0,화성시,37.08175,126.7753,233000028.0,41008102.0
7957,89223,233000028,3,9,뒷말,233000419,37448.0,화성시,37.0772167,126.7708667,233000028.0,41008102.0
7958,89224,233000028,3,10,뒷말(경유),277101757,,화성시,37.07975,126.7724167,233000028.0,41008102.0
7959,89225,233000028,3,11,운평3리,233001158,36789.0,화성시,37.0817,126.7753333,233000028.0,41008102.0
7960,89226,233000028,3,12,운평사거리,233000417,36860.0,화성시,37.0829667,126.7767167,233000028.0,41008102.0
7961,89227,233000028,3,13,운평2리,233000404,37452.0,화성시,37.0845,126.7807,233000028.0,41008102.0
7962,89228,233000028,3,14,조암4리앞,233001159,37486.0,화성시,37.0822,126.7963667,233000028.0,41008102.0
7963,89229,233000028,3,15,우정초등학교,233001160,36788.0,화성시,37.0807,126.8016667,233000028.0,41008102.0
7964,89230,233000028,3,16,금강아파트,233001161,36787.0,화성시,37.08115,126.81036670000002,233000028.0,41008102.0
7965,89231,233000028,3,17,조암터미널,233002665,55076.0,화성시,37.0819,126.8161,233000028.0,41008102.0
7966,89232,233000029,2-4,1,조암터미널,233000929,36011.0,화성시,37.08215,126.8155833,233000029.0,41008107.0
7967,89233,233000029,2-4,2,조암삼거리(경유),277102392,,화성시,37.0809333,126.81455,233000029.0,41008107.0
7968,89234,233000029,2-4,3,장안여자중학교,233000992,36797.0,화성시,37.0785667,126.8152167,233000029.0,41008107.0
7969,89235,233000029,2-4,4,사곡6리,233000496,36910.0,화성시,37.0748167,126.81515,233000029.0,41008107.0
7970,89236,233000029,2-4,5,장안우체국,233002511,55388.0,화성시,37.0721667,126.81385,233000029.0,41008107.0
7971,89237,233000029,2-4,6,사곡1리,233000993,37478.0,화성시,37.0690833,126.8092167,233000029.0,41008107.0
7972,89238,233000029,2-4,7,장자터,233001776,37834.0,화성시,37.0664833,126.8021667,233000029.0,41008107.0
7973,89239,233000029,2-4,8,기아생활관,233000485,36918.0,화성시,37.0643833,126.7956167,233000029.0,41008107.0
7974,89240,233000029,2-4,9,화산삼거리,233000484,37604.0,화성시,37.0626167,126.79233329999998,233000029.0,41008107.0
7975,89241,233000029,2-4,10,화산1리,233001185,36786.0,화성시,37.06191670000001,126.78946670000002,233000029.0,41008107.0
7976,89242,233000029,2-4,11,화산1리마을회관,233001251,37513.0,화성시,37.0654,126.77988329999998,233000029.0,41008107.0
7977,89243,233000029,2-4,12,화산1리종점,233001252,36941.0,화성시,37.0655167,126.77743329999998,233000029.0,41008107.0
7978,89244,233000029,2-4,13,화산1리마을회관,233001253,36940.0,화성시,37.0652833,126.7797333,233000029.0,41008107.0
7979,89245,233000029,2-4,14,화산1리,233000483,37432.0,화성시,37.0617833,126.7892,233000029.0,41008107.0
7980,89246,233000029,2-4,15,화산삼거리,233001011,37474.0,화성시,37.06255,126.7925167,233000029.0,41008107.0
7981,89247,233000029,2-4,16,기아생활관,233000477,36904.0,화성시,37.0643167,126.79586670000002,233000029.0,41008107.0
7982,89248,233000029,2-4,17,장자터,233001780,37839.0,화성시,37.06641670000001,126.80225,233000029.0,41008107.0
7983,89249,233000029,2-4,18,사곡1리,233000476,37434.0,화성시,37.0689,126.80925,233000029.0,41008107.0
7984,89250,233000029,2-4,19,장안우체국,233002512,55389.0,화성시,37.0721167,126.81395,233000029.0,41008107.0
7985,89251,233000029,2-4,20,사곡6리,233000487,37431.0,화성시,37.0749667,126.8153333,233000029.0,41008107.0
7986,89252,233000029,2-4,21,장안여자중학교,233000486,36917.0,화성시,37.0785667,126.8154,233000029.0,41008107.0
7987,89253,233000029,2-4,22,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000029.0,41008107.0
7989,89254,233000030,2-3,1,조암터미널,233000929,36011.0,화성시,37.08215,126.8155833,233000030.0,41008106.0
7990,89255,233000030,2-3,2,조암삼거리(경유),277102392,,화성시,37.0809333,126.81455,233000030.0,41008106.0
7991,89256,233000030,2-3,3,장안여자중학교,233000992,36797.0,화성시,37.0785667,126.8152167,233000030.0,41008106.0
7992,89257,233000030,2-3,4,사곡6리,233000496,36910.0,화성시,37.0748167,126.81515,233000030.0,41008106.0
7993,89258,233000030,2-3,5,장안우체국,233002511,55388.0,화성시,37.0721667,126.81385,233000030.0,41008106.0
7994,89259,233000030,2-3,6,사곡1리,233000993,37478.0,화성시,37.0690833,126.8092167,233000030.0,41008106.0
7995,89260,233000030,2-3,7,장자터,233001776,37834.0,화성시,37.0664833,126.8021667,233000030.0,41008106.0
7996,89261,233000030,2-3,8,기아생활관,233000485,36918.0,화성시,37.0643833,126.7956167,233000030.0,41008106.0
7997,89262,233000030,2-3,9,화산삼거리,233000484,37604.0,화성시,37.0626167,126.79233329999998,233000030.0,41008106.0
7998,89263,233000030,2-3,10,화산1리,233001185,36786.0,화성시,37.06191670000001,126.78946670000002,233000030.0,41008106.0
7999,89264,233000030,2-3,11,화산1리마을회관,233001251,37513.0,화성시,37.0654,126.77988329999998,233000030.0,41008106.0
8000,89265,233000030,2-3,12,화산1리종점,233001252,36941.0,화성시,37.0655167,126.77743329999998,233000030.0,41008106.0
8001,89266,233000030,2-3,13,화산1리마을회관,233001253,36940.0,화성시,37.0652833,126.7797333,233000030.0,41008106.0
8002,89267,233000030,2-3,14,화산1리,233000483,37432.0,화성시,37.0617833,126.7892,233000030.0,41008106.0
8003,89268,233000030,2-3,15,석천2리입구,233001003,37477.0,화성시,37.05635,126.7813333,233000030.0,41008106.0
8004,89269,233000030,2-3,16,매향2리,233001245,36922.0,화성시,37.05105,126.7694,233000030.0,41008106.0
8005,89270,233000030,2-3,17,매향2리,233001004,36796.0,화성시,37.0485167,126.7652333,233000030.0,41008106.0
8006,89271,233000030,2-3,18,양지편,233001015,36799.0,화성시,37.0469,126.762,233000030.0,41008106.0
8007,89272,233000030,2-3,19,기아후문입구,233001007,37476.0,화성시,37.04385,126.7588333,233000030.0,41008106.0
8008,89273,233000030,2-3,20,매향,233000482,36919.0,화성시,37.0404,126.7514667,233000030.0,41008106.0
8009,89274,233000030,2-3,21,고온리종점,233000481,36920.0,화성시,37.0373167,126.74863329999998,233000030.0,41008106.0
8010,89275,233000030,2-3,22,매향삼거리,233001009,36831.0,화성시,37.0403833,126.75163329999998,233000030.0,41008106.0
8011,89276,233000030,2-3,23,기아후문입구,233001008,36832.0,화성시,37.04351670000001,126.7586,233000030.0,41008106.0
8012,89277,233000030,2-3,24,양지편,233001016,36830.0,화성시,37.0468333,126.7621167,233000030.0,41008106.0
8013,89278,233000030,2-3,25,매향2리,233000480,37433.0,화성시,37.0484,126.76535,233000030.0,41008106.0
8014,89279,233000030,2-3,26,매향2리,233000479,36921.0,화성시,37.051,126.7695667,233000030.0,41008106.0
8015,89280,233000030,2-3,27,석천2리입구,233000478,36903.0,화성시,37.0562667,126.7814667,233000030.0,41008106.0
8016,89281,233000030,2-3,28,화산1리입구,233001010,37475.0,화성시,37.0617167,126.78933329999998,233000030.0,41008106.0
8017,89282,233000030,2-3,29,화산삼거리,233001011,37474.0,화성시,37.06255,126.7925167,233000030.0,41008106.0
8018,89283,233000030,2-3,30,기아생활관,233000477,36904.0,화성시,37.0643167,126.79586670000002,233000030.0,41008106.0
8019,89284,233000030,2-3,31,장자터,233001780,37839.0,화성시,37.06641670000001,126.80225,233000030.0,41008106.0
8020,89285,233000030,2-3,32,사곡1리,233000476,37434.0,화성시,37.0689,126.80925,233000030.0,41008106.0
8021,89286,233000030,2-3,33,장안우체국,233002512,55389.0,화성시,37.0721167,126.81395,233000030.0,41008106.0
8022,89287,233000030,2-3,34,사곡6리,233000487,37431.0,화성시,37.0749667,126.8153333,233000030.0,41008106.0
8023,89288,233000030,2-3,35,장안여자중학교,233000486,36917.0,화성시,37.0785667,126.8154,233000030.0,41008106.0
8024,89289,233000030,2-3,36,조암터미널,233000928,36013.0,화성시,37.0822333,126.8158,233000030.0,41008106.0
8026,89456,233000035,2-2,19,목조마을,233001368,37522.0,화성시,37.0514,126.7866667,233000035.0,41008119.0
8027,89422,233000034,16,1,조암터미널,233002665,55076.0,화성시,37.0819,126.8161,233000034.0,41008118.0
8028,89423,233000034,16,2,조암삼거리(경유),277102392,,화성시,37.0809333,126.81455,233000034.0,41008118.0
8029,89424,233000034,16,3,조암8리,233000372,37397.0,화성시,37.0812667,126.81038329999998,233000034.0,41008118.0
8030,89425,233000034,16,4,우정초등학교,233000371,36836.0,화성시,37.0808167,126.8017,233000034.0,41008118.0
8031,89426,233000034,16,5,조암4리앞,233000370,36837.0,화성시,37.0822667,126.7963667,233000034.0,41008118.0
8032,89427,233000034,16,6,조암하수처리장,233001358,37392.0,화성시,37.0774167,126.7901667,233000034.0,41008118.0
8033,89428,233000034,16,7,화산2리마을회관,233001360,37391.0,화성시,37.0713167,126.7909833,233000034.0,41008118.0
8034,89429,233000034,16,8,장포정원주택,233001361,37525.0,화성시,37.06715,126.79021670000002,233000034.0,41008118.0
8035,89430,233000034,16,9,화산삼거리,233001011,37474.0,화성시,37.06255,126.7925167,233000034.0,41008118.0
8036,89431,233000034,16,10,기아생활관,233000477,36904.0,화성시,37.0643167,126.79586670000002,233000034.0,41008118.0
8037,89432,233000034,16,11,장자터,233001780,37839.0,화성시,37.06641670000001,126.80225,233000034.0,41008118.0
