,Unnamed: 0,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,표준정류장ID,시군명,WGS84위도,WGS84경도
1315181,11101,90007,233000056,7-1,8,금의1리입구,233000398,36870.0,233000398,화성시,37.100216700000004,126.83931670000001
1315229,11105,90008,233000056,7-1,9,수촌3리,233000397,37454.0,233000397,화성시,37.1029333,126.84303329999999
1315364,11110,90009,233000056,7-1,10,수촌3리,233000396,36871.0,233000396,화성시,37.1029333,126.8517
1315418,11113,90010,233000056,7-1,11,수촌1리,233000395,36872.0,233000395,화성시,37.10285,126.8576
1315442,11116,90015,233000056,7-1,16,고주리입구.한국폴리텍대학,233001550,36695.0,233001550,화성시,37.1218,126.8925
1315450,11118,90016,233000056,7-1,17,제암리입구,233001570,37623.0,233001570,화성시,37.12685,126.88866670000002
1315495,11121,90017,233000056,7-1,18,고주리마을회관,233001508,37426.0,233001508,화성시,37.12805,126.88376670000001
1315507,11123,90018,233000056,7-1,19,고주리,233001510,36736.0,233001510,화성시,37.1288333,126.88383329999999
1315519,11125,90019,233000056,7-1,20,고주리.동방산업단지,233001571,37624.0,233001571,화성시,37.1362167,126.88776670000001
1315582,11128,90020,233000056,7-1,21,발안주공아파트,233001935,37941.0,233001935,화성시,37.1310667,126.89908329999999
1315646,11132,90021,233000056,7-1,22,발안마을주공아파트,233000523,36908.0,233000523,화성시,37.1293833,126.90068329999998
1315721,11137,90022,233000056,7-1,23,우림아파트.화성노인회관,233000522,37428.0,233000522,화성시,37.1281333,126.90211670000001
1315865,11141,90042,233000057,8-1,18,한각1리,233001501,37395.0,233001501,화성시,37.0955833,126.79756670000002
1315867,11142,90043,233000057,8-1,19,저수지앞,233001410,37540.0,233001410,화성시,37.0944,126.80286670000001
1315869,11143,90044,233000057,8-1,20,멱우3리,233001409,36989.0,233001409,화성시,37.0933333,126.80818329999998
1315871,11144,90070,233000058,7,21,석포1리입구,233001514,37423.0,233001514,화성시,37.134466700000004,126.8412
1315996,11149,90071,233000058,7,22,석포리,233000437,36902.0,233000437,화성시,37.1407333,126.83908329999998
1316121,11154,90072,233000058,7,23,석포5리,233000436,36849.0,233000436,화성시,37.1430833,126.84206670000002
1316246,11159,90073,233000058,7,24,석포5리마을회관앞,233000435,37445.0,233000435,화성시,37.1454333,126.84066670000001
1316371,11164,90074,233000058,7,25,석포1리(돌서지),233001516,37422.0,233001516,화성시,37.1430333,126.83135
1316471,11169,90075,233000058,7,26,석포1리(한절),233001515,37421.0,233001515,화성시,37.1428333,126.82586670000002
1316571,11174,90076,233000058,7,27,석포6리입구,233001517,37420.0,233001517,화성시,37.140266700000005,126.8191
1316771,11179,90077,233000058,7,28,석포6리(마파지),233001626,37419.0,233001626,화성시,37.1432833,126.81655
1316911,11184,90078,233000058,7,29,석포6리,233000423,36855.0,233000423,화성시,37.1402333,126.81885
1316983,11188,90079,233000058,7,30,석포6리,233001518,37418.0,233001518,화성시,37.1366667,126.8222
1317007,11190,90080,233000058,7,31,석포교회,233001519,37417.0,233001519,화성시,37.1347333,126.82403329999998
1317015,11192,90081,233000058,7,32,석포6리입구,233001520,37416.0,233001520,화성시,37.1339667,126.83325
1317055,11194,90082,233000058,7,33,석포삼거리,233001513,37424.0,233001513,화성시,37.1345333,126.84093329999999
1317123,11196,90163,233000060,11-2,22,석포6리입구,233002650,55078.0,233002650,화성시,37.1395,126.8181667
1317213,11199,90164,233000060,11-2,23,주곡리,233000422,36856.0,233000422,화성시,37.1341167,126.81195
1317285,11202,90165,233000060,11-2,24,주곡리,233000421,36857.0,233000421,화성시,37.1277,126.81551670000002
1317357,11205,90166,233000060,11-2,25,주곡1리마을회관,233001521,37415.0,233001521,화성시,37.1258833,126.81706670000001
1317429,11208,90173,233000060,11-2,32,멱우2리,233001426,36923.0,233001426,화성시,37.1020667,126.81371670000001
1317501,11210,90186,233000062,11-4,6,고주리.동방산업단지,233001523,37413.0,233001523,화성시,37.1363667,126.88795
1317613,11214,90187,233000062,11-4,7,덕천리삼거리,233001524,37412.0,233001524,화성시,37.1425667,126.87136670000001
1317621,11216,90188,233000062,11-4,8,덕우리(구운말),233001525,37411.0,233001525,화성시,37.13865,126.86305
1317648,11219,90189,233000062,11-4,9,안덕우리,233002180,37880.0,233002180,화성시,37.1366,126.86321670000001
1317693,11222,90190,233000062,11-4,10,팔탄전자앞,233001526,37410.0,233001526,화성시,37.1294833,126.86125
1317738,11225,90191,233000062,11-4,11,화성제일병원,233001527,37409.0,233001527,화성시,37.1278667,126.86013329999999
1317783,11228,90192,233000062,11-4,12,덕우리입구,233001528,37408.0,233001528,화성시,37.1255667,126.85946670000001
1317791,11230,90222,233000064,10,4,제약공단사원아파트앞,233000815,37467.0,233000815,화성시,37.1110167,126.90033329999999
1320535,11244,90223,233000064,10,5,상신1리마을앞,233000814,36757.0,233000814,화성시,37.107266700000004,126.90065
1324375,11260,90229,233000064,10,11,구문천공원,233001761,37812.0,233001761,화성시,37.0866167,126.90481670000001
1324429,11263,90230,233000064,10,12,발안산업단지,233001533,37461.0,233001533,화성시,37.0864,126.89986670000002
1324483,11266,90231,233000064,10,13,구문천1리진입로,233001536,37458.0,233001536,화성시,37.0802167,126.89968329999999
1324528,11269,90232,233000064,10,14,현동목장앞,233001763,37813.0,233001763,화성시,37.077316700000004,126.89855
1324544,11271,90233,233000064,10,15,구문천삼거리,233001537,36734.0,233001537,화성시,37.07605,126.89598329999998
1324568,11273,90234,233000064,10,16,구문천5리(회차),233001793,37814.0,233001793,화성시,37.0755333,126.8898
1324576,11275,90235,233000064,10,17,구문천삼거리,233001764,37815.0,233001764,화성시,37.0758667,126.89585
1324600,11277,90236,233000064,10,18,구문천리초록마을,233001539,36732.0,233001539,화성시,37.0715,126.89263329999999
1324616,11279,90237,233000064,10,19,구문천3리,233001541,37457.0,233001541,화성시,37.07,126.89103329999999
1324624,11281,90238,233000064,10,20,구문천리초록마을,233001540,36731.0,233001540,화성시,37.0714833,126.89283329999999
1324640,11283,90239,233000064,10,21,구문천삼거리,233001538,36733.0,233001538,화성시,37.076,126.89605
1324664,11285,90240,233000064,10,22,현동목장앞,233001765,37816.0,233001765,화성시,37.0771833,126.89871670000001
1324680,11287,90241,233000064,10,23,구문천1리진입로,233001535,37459.0,233001535,화성시,37.0802167,126.89991670000002
1324700,11289,90242,233000064,10,24,발안산업단지,233001534,37460.0,233001534,화성시,37.0861833,126.89988329999998
1324754,11292,90243,233000064,10,25,구문천공원,233001767,37817.0,233001767,화성시,37.086316700000005,126.9047
1324808,11295,90244,233000064,10,26,메탈산업단지,233001768,37818.0,233001768,화성시,37.0864833,126.90961670000002
1324835,11298,90249,233000064,10,31,상신1리마을앞,233000802,36761.0,233000802,화성시,37.1074,126.90115
1327775,11312,90250,233000064,10,32,제약공단사원아파트앞,233000801,36762.0,233000801,화성시,37.1114167,126.90053329999999
1330519,11329,188425,241483002,5-2,1,전곡항,233001912,37932.0,233001912,화성시,37.1861,126.6522
1330603,11336,188426,241483002,5-2,2,전곡항입구,233001257,36939.0,233001257,화성시,37.19115,126.6568
1330621,11339,188428,241483002,5-2,4,구름교차로,233003116,37893.0,233003116,화성시,37.193433299999995,126.67226670000001
1330639,11343,188429,241483002,5-2,5,전곡2리.산업단지,233001258,37512.0,233001258,화성시,37.18875,126.68326670000002
1330643,11345,188430,241483002,5-2,6,전곡삼거리,233001884,37924.0,233001884,화성시,37.1871667,126.68925
1330649,11347,164449,241319005,공영1(사곳.궁평),62,전곡삼거리마트,233001259,37357.0,233001259,화성시,37.185333299999996,126.69025
1330979,11353,164450,241319005,공영1(사곳.궁평),63,전곡2리마을회관.운천동,233001260,37371.0,233001260,화성시,37.1912667,126.69213329999998
1331179,11358,164391,241319005,공영1(사곳.궁평),4,육일1리.육도리,233000347,37366.0,233000347,화성시,37.2076833,126.71926670000002
1331359,11363,164392,241319005,공영1(사곳.궁평),5,칠곡리,233001261,37364.0,233001261,화성시,37.2035667,126.71148329999998
1331539,11368,164393,241319005,공영1(사곳.궁평),6,전곡1리.당고지,233001925,37922.0,233001925,화성시,37.199766700000005,126.70033329999998
1331719,11373,164394,241319005,공영1(사곳.궁평),7,전곡1리.화성오일뱅크,233001926,37923.0,233001926,화성시,37.1972,126.69685
1331899,11378,164395,241319005,공영1(사곳.궁평),8,전곡2리마을회관.운천동,233000346,37372.0,233000346,화성시,37.1912,126.69205
1332099,11383,164396,241319005,공영1(사곳.궁평),9,전곡삼거리마트,233001927,37780.0,233001927,화성시,37.1854333,126.69051670000002
1332319,11389,188481,241483002,5-2,57,전곡2리,233001263,37511.0,233001263,화성시,37.189266700000005,126.6824
1332323,11392,188482,241483002,5-2,58,구름교차로,233003117,37595.0,233003117,화성시,37.19365,126.67236670000001
1332341,11395,188484,241483002,5-2,60,전곡항입구,233001264,36938.0,233001264,화성시,37.19125,126.65646670000001
1332359,11400,93012,233000264,2000B,31,화성문화원.향남환승터미널,233002101,37286.0,233002101,화성시,37.132,126.92108329999999
1332455,11407,93017,233000264,2000B,36,향남주공2단지,233000617,37283.0,233000617,화성시,37.1168833,126.91728329999998
1332719,11412,93018,233000264,2000B,37,향남부영9단지,233002407,55283.0,233002407,화성시,37.1134333,126.91916670000002
1333335,11420,93019,233000264,2000B,38,향남부영10.11단지,233002408,55284.0,233002408,화성시,37.1105833,126.91936670000001
1335095,11431,93020,233000264,2000B,39,향남부영11단지,233002481,55320.0,233002481,화성시,37.1095,126.91518329999998
1336031,11441,153941,241205014,77,35,향남모아8단지,233002415,55290.0,233002415,화성시,37.11375,126.91378329999999
1336751,11449,153942,241205014,77,36,롯데씨네마.향남부영7,233002504,55381.0,233002504,화성시,37.114566700000005,126.91086670000001
1337183,11456,154110,241205017,80,5,하길중학교,233002479,55370.0,233002479,화성시,37.1131,126.90811670000001
1337411,11460,154111,241205017,80,6,향남주공5단지입구,233002505,55382.0,233002505,화성시,37.114116700000004,126.90536670000002
1337459,11464,154112,241205017,80,7,하길초등학교,233001170,36435.0,233001170,화성시,37.11565,126.90526670000001
1337507,11468,154113,241205017,80,8,향남주공5단지,233002468,55369.0,233002468,화성시,37.1167,126.90803329999999
1337555,11472,90746,233000080,21,39,발안사거리.평리,233001565,37625.0,233001565,화성시,37.131466700000004,126.91048329999998
1340819,11489,90748,233000080,21,41,발안삼거리.바다마트,233001558,37270.0,233001558,화성시,37.1359167,126.91095
1429967,11527,90749,233000080,21,42,화성중고등학교,233000924,37256.0,233000924,화성시,37.1379333,126.90605
1472667,11556,93030,233000264,2000B,49,장짐삼거리,233002356,55238.0,233002356,화성시,37.1396,126.90105
1483611,11573,90750,233000080,21,43,지월리입구,233000925,37234.0,233000925,화성시,37.1450667,126.89805
1495771,11592,90751,233000080,21,44,수목원,233000546,37240.0,233000546,화성시,37.1479833,126.8992
1507931,11611,90752,233000080,21,45,구장리새터말입구,233001557,37241.0,233001557,화성시,37.154083299999996,126.89923329999999
1519787,11632,189267,241485006,12,8,팔탄초등학교,233000521,37252.0,233000521,화성시,37.1593667,126.9031
1528593,11649,189268,241485006,12,9,팔탄면행정복지센터,233000516,37254.0,233000516,화성시,37.1621667,126.9042167
1534713,11664,189270,241485006,12,11,구장삼거리,233001030,37229.0,233001030,화성시,37.1680167,126.89601670000002
1540653,11678,189481,241485018,10,12,구장사거리앞,233002052,55003.0,233002052,화성시,37.16975,126.89335
1540741,11682,189482,241485018,10,13,창곡주유소앞,233002050,55019.0,233002050,화성시,37.174633299999996,126.89078329999998
1540829,11686,189483,241485018,10,14,창곡3리.독골,233001750,37766.0,233001750,화성시,37.178116700000004,126.8896
1540869,11690,189484,241485018,10,15,우렁골입구,233002048,55005.0,233002048,화성시,37.181766700000004,126.88731670000001
1540909,11694,189485,241485018,10,16,창곡2리교회앞,233001752,37772.0,233001752,화성시,37.1855833,126.88461670000001
1540997,11698,189486,241485018,10,17,창곡1리,233002229,55119.0,233002229,화성시,37.1866167,126.88415
1541085,11702,189487,241485018,10,18,금산사입구,233000542,37209.0,233000542,화성시,37.1899,126.88335
1541173,11706,189488,241485018,10,19,언창공단,233002045,55007.0,233002045,화성시,37.1933667,126.8824
1541261,11710,189489,241485018,10,20,창곡1리입구,233002168,55126.0,233002168,화성시,37.1960667,126.88128329999999
1541341,11714,189665,241485021,10-4,23,청요사거리,233000898,37575.0,233000898,화성시,37.198266700000005,126.88008329999998
1541380,11716,189666,241485021,10-4,24,자안리,233000541,37185.0,233000541,화성시,37.2038667,126.87393329999999
1541400,11718,189667,241485021,10-4,25,태행산예비군훈련장앞,233000540,37755.0,233000540,화성시,37.21625,126.87241670000002
1541408,11720,189668,241485021,10-4,26,양노리,233000539,37188.0,233000539,화성시,37.2309,126.87391670000001
1541458,11724,189670,241485021,10-4,28,양노리,233002446,55380.0,233002446,화성시,37.2308333,126.87375
1541508,11726,189671,241485021,10-4,29,태행산예비군훈련장앞,233000531,37177.0,233000531,화성시,37.2162333,126.87216670000001
1541516,11729,189529,241485018,10,60,청요사거리,233000895,37576.0,233000895,화성시,37.1977,126.8801
1541711,11733,189530,241485018,10,61,창곡1리입구,233002167,55125.0,233002167,화성시,37.1964667,126.88091670000001
1541831,11738,189531,241485018,10,62,언창공단,233002044,55018.0,233002044,화성시,37.1933333,126.8823
1541996,11743,189532,241485018,10,63,금산사입구,233000529,37208.0,233000529,화성시,37.19,126.88315
1542161,11748,189533,241485018,10,64,창곡1리,233002230,55120.0,233002230,화성시,37.1874,126.88381670000001
1542326,11753,189534,241485018,10,65,창곡2리교회앞,233002046,55013.0,233002046,화성시,37.1847833,126.8849667
1542491,11758,189535,241485018,10,66,자재이골입구,233002047,55006.0,233002047,화성시,37.1817,126.88723329999999
1542581,11763,189536,241485018,10,67,창곡3리,233001751,37761.0,233001751,화성시,37.1774,126.88971670000001
1542671,11768,189537,241485018,10,68,창곡주유소앞,233002049,55004.0,233002049,화성시,37.1746,126.89068329999999
1542836,11773,189538,241485018,10,69,구장사거리앞,233002051,55012.0,233002051,화성시,37.1698667,126.89301670000002
1543001,11777,90754,233000080,21,47,구장삼거리,233001031,37228.0,233001031,화성시,37.167983299999996,126.89591670000001
1549865,11793,90756,233000080,21,49,팔탄면행정복지센터,233001029,37253.0,233001029,화성시,37.1622333,126.90396670000001
1557957,11810,90757,233000080,21,50,팔탄초등학교,233000517,37251.0,233000517,화성시,37.1595333,126.9031333
1567947,11828,90758,233000080,21,51,구장1리(새터말.율암리),233000923,36803.0,233000923,화성시,37.1553167,126.89891670000002
1573077,11848,189333,241485006,12,74,구장리새터말입구,233002351,55256.0,233002351,화성시,37.1534167,126.89906670000002
1583607,11864,90759,233000080,21,52,수목원,233000528,37242.0,233000528,화성시,37.1484667,126.89918329999999
1595767,11883,90760,233000080,21,53,지월리입구,233000527,37235.0,233000527,화성시,37.1438167,126.8973667
1607927,11903,93008,233000264,2000B,27,장짐삼거리,233002357,55239.0,233002357,화성시,37.1395,126.90108329999998
1618871,11923,93026,233000264,2000B,45,향남환승터미널,233002102,37287.0,233002102,화성시,37.1328,126.92156670000001
1619807,11934,92037,233000134,1001,99,구포리과수원,233000720,37200.0,233000720,화성시,37.2394,126.88051670000002
1619887,11939,92038,233000134,1001,100,쌍학리,233000719,37620.0,233000719,화성시,37.24825,126.89245
1619942,11944,92039,233000134,1001,101,숙곡리천불사,233000718,37237.0,233000718,화성시,37.2479833,126.89833329999999
1620042,11949,92040,233000134,1001,102,어천,233000842,37565.0,233000842,화성시,37.24935,126.9108333
1620142,11954,92042,233000134,1001,104,51사단,233000717,37290.0,233000717,화성시,37.2508667,126.9209
1620324,11961,92043,233000134,1001,105,원평,233000716,37295.0,233000716,화성시,37.2493167,126.92545
1620506,12013,92059,233000134,1001,121,와우농협앞,233000942,36187.0,233000942,화성시,37.2179833,126.97445
1620842,12020,92060,233000134,1001,122,와우2리,233000944,36193.0,233000944,화성시,37.2159,126.97618329999999
1621234,12027,92061,233000134,1001,123,수원대학교,233000575,36210.0,233000575,화성시,37.2138333,126.97976670000001
1622034,12035,92062,233000134,1001,124,안녕4통,233002233,55121.0,233002233,화성시,37.2123,126.9829
1622454,12042,92063,233000134,1001,125,융건릉,233000585,36264.0,233000585,화성시,37.2078167,126.98883329999998
1622574,12046,92064,233000134,1001,126,타래치길,233001227,36661.0,233001227,화성시,37.207216700000004,126.99341670000001
1622654,12051,92065,233000134,1001,127,안녕자원앞,233001228,36660.0,233001228,화성시,37.2096667,127.00068329999999
1622714,12056,92066,233000134,1001,128,용주사,233000584,36289.0,233000584,화성시,37.210583299999996,127.00521670000002
1623014,12062,92067,233000134,1001,129,우남블루존.원광병원,233000583,36302.0,233000583,화성시,37.2096667,127.0092
1623314,12068,92068,233000134,1001,130,남수원현대아파트,233000582,36308.0,233000582,화성시,37.2071,127.0106
1623614,12074,92069,233000134,1001,131,안녕농협삼거리,233000581,36314.0,233000581,화성시,37.2052167,127.0147
1623914,12080,92070,233000134,1001,132,송산동입구,233000643,36315.0,233000643,화성시,37.2055667,127.0172
1627346,12093,92071,233000134,1001,133,동문아파트,233000642,36327.0,233000642,화성시,37.2054,127.02225
1628798,12105,92072,233000134,1001,134,진안5통.병점육교,233000696,36336.0,233000696,화성시,37.2087333,127.03041670000002
1631108,12116,92073,233000134,1001,135,병점역후문,233000695,36338.0,233000695,화성시,37.2069,127.03163329999998
1635140,12130,92074,233000134,1001,136,유엔아이,233001921,37933.0,233001921,화성시,37.20325,127.03408329999999
1638044,12142,92075,233000134,1001,137,한일타운아파트,233000097,36348.0,233000097,화성시,37.20025,127.03755
1640948,12154,91612,233000128,712,27,성호아파트,233001290,36364.0,233001290,화성시,37.1999,127.04108329999998
1643027,12165,91613,233000128,712,28,우남아파트,233001229,37516.0,233001229,화성시,37.1989833,127.04785
1646063,12177,91614,233000128,712,29,서동탄역신일해피트리(중),233001288,36689.0,233001288,화성시,37.1995,127.05248329999999
1647431,12186,91615,233000128,712,30,모아미래도.우림필유.평생학습관(중),233001286,36687.0,233001286,화성시,37.199233299999996,127.05761670000001
1648951,12196,91616,233000128,712,31,풍성신미주아파트(중),233001644,37589.0,233001644,화성시,37.1994667,127.06341670000002
1650199,12209,91617,233000128,712,32,다은마을(중),233001224,36664.0,233001224,화성시,37.19995,127.06765
1650935,12217,154492,241205022,H4,15,동탄홈플러스.다은마을삼성래미안,233002377,37664.0,233002377,화성시,37.2018333,127.06805
1650953,12220,165955,241324001,17,17,롯데캐슬.복합문화센터,233001968,37666.0,233001968,화성시,37.2012333,127.07076670000001
1650977,12223,165956,241324001,17,18,동탄2동행정복지센터,233001639,37671.0,233001639,화성시,37.1964167,127.07288329999999
1651025,12226,165957,241324001,17,19,반송고등학교,233001961,37669.0,233001961,화성시,37.1932167,127.07738329999998
1651031,12229,165958,241324001,17,20,사랑의교회,233001962,55130.0,233001962,화성시,37.1935833,127.08085
1651040,12231,165959,241324001,17,21,동탄2신도시홍보관,233002383,37659.0,233002383,화성시,37.1942,127.0845
1651052,12233,165960,241324001,17,22,반도5차,233001641,55485.0,233001641,화성시,37.194166700000004,127.0908
1651072,12241,93188,233000268,200,11,리베라CC,233000999,36501.0,233000999,화성시,37.1907,127.09898329999999
1654222,12253,92099,233000134,1001,161,한화.린스트라우스,233000978,36466.0,233000978,화성시,37.1953333,127.09899999999999
1655158,12265,92100,233000134,1001,162,동탄역(동측),233003085,55399.0,233003085,화성시,37.1996167,127.09626670000002
1656562,12279,91939,233000134,1001,1,롯데캐슬.포스코더샵,233000137,36436.0,233000137,화성시,37.1995,127.09861670000001
1658074,12291,91940,233000134,1001,2,린스트라우스.한화,233001637,37658.0,233001637,화성시,37.1963,127.0986
1659334,12308,93239,233000268,200,62,리베라CC,233000998,36502.0,233000998,화성시,37.1907,127.09866670000001
1663174,12322,165975,241324001,17,37,반도5차,233001638,55484.0,233001638,화성시,37.1944667,127.09145
1663194,12324,165976,241324001,17,38,동탄2신도시홍보관,233002382,37660.0,233002382,화성시,37.1944667,127.08451670000001
1663206,12327,165977,241324001,17,39,월드반도,233001706,37697.0,233001706,화성시,37.1931,127.08041670000001
1663215,12329,165978,241324001,17,40,반석초등학교,233001960,37661.0,233001960,화성시,37.1934,127.07746670000002
1663221,12332,165979,241324001,17,41,동탄2동행정복지센터,233001640,37662.0,233001640,화성시,37.19715,127.0726
1663245,12335,165980,241324001,17,42,복합문화센터,233001734,37852.0,233001734,화성시,37.2011167,127.0711
1663260,12338,154528,241205022,H4,51,동탄홈플러스,233002376,55277.0,233002376,화성시,37.20205,127.069
1663292,12341,91601,233000128,712,16,다은마을(중),233001220,37693.0,233001220,화성시,37.2004167,127.0673
1664120,12350,91602,233000128,712,17,풍성신미주(중),233001283,37590.0,233001283,화성시,37.199516700000004,127.06388329999999
1665368,12363,91603,233000128,712,18,모아미래도.우림필유.평생학습관(중),233001285,36686.0,233001285,화성시,37.1994833,127.05818329999998
1667040,12374,91604,233000128,712,19,서동탄역신일해피트리(중),233001287,36688.0,233001287,화성시,37.1994,127.05331670000001
1668560,12384,91605,233000128,712,20,우남아파트,233000068,36381.0,233000068,화성시,37.1993667,127.04851670000001
1671320,12396,91606,233000128,712,21,성호아파트,233001289,36362.0,233001289,화성시,37.1997,127.0427
1673000,12406,91965,233000134,1001,27,한일타운아파트,233000098,36349.0,233000098,화성시,37.2003333,127.0377
1675904,12418,91966,233000134,1001,28,유엔아이,233001920,37935.0,233001920,화성시,37.20385,127.03383329999998
1678808,12430,91967,233000134,1001,29,병점역후문,233000701,36339.0,233000701,화성시,37.2068667,127.03183329999999
1683128,12445,91968,233000134,1001,30,진안5통.병점육교,233000950,36337.0,233000950,화성시,37.2089833,127.03043329999998
1685018,12455,91969,233000134,1001,31,안용중학교.현충탑,233000670,36328.0,233000670,화성시,37.2055667,127.02191670000002
1686470,12467,91970,233000134,1001,32,송산동입구,233000669,36318.0,233000669,화성시,37.20585,127.01778329999999
1689902,12480,91971,233000134,1001,33,안녕농협삼거리,233000604,36312.0,233000604,화성시,37.2053,127.01425
1690202,12486,91972,233000134,1001,34,남수원현대아파트,233000603,36307.0,233000603,화성시,37.207666700000004,127.01051670000001
1690502,12492,91973,233000134,1001,35,우남블루존.원광병원,233000602,36301.0,233000602,화성시,37.2098333,127.00923329999999
1690802,12498,91974,233000134,1001,36,용주사,233000601,36288.0,233000601,화성시,37.2105167,127.0043
1691102,12504,91975,233000134,1001,37,안녕자원,233001130,36281.0,233001130,화성시,37.2096667,127.00046670000002
1691162,12509,91976,233000134,1001,38,지킴이마을.타래치길,233001131,36273.0,233001131,화성시,37.207,126.99301670000001
1691242,12514,91977,233000134,1001,39,융건릉,233000600,36262.0,233000600,화성시,37.20805,126.9887
1691362,12518,91978,233000134,1001,40,안녕4통,233002234,55122.0,233002234,화성시,37.2126333,126.98278329999998
1691782,12525,91979,233000134,1001,41,수원대학교,233000576,36204.0,233000576,화성시,37.2141667,126.97915
1693322,12536,91980,233000134,1001,42,와우2리,233000945,36194.0,233000945,화성시,37.2159833,126.97631670000001
1693714,12543,91981,233000134,1001,43,와우농협앞,233001457,37529.0,233001457,화성시,37.218,126.9746333
1694050,12597,91996,233000134,1001,58,원평,233000846,37299.0,233000846,화성시,37.2494,126.92556670000002
1694232,12604,91997,233000134,1001,59,51사단,233000845,37291.0,233000845,화성시,37.2509667,126.92086670000002
1694414,12611,91999,233000134,1001,61,어천,233000844,37566.0,233000844,화성시,37.2494667,126.91085
1694514,12616,92000,233000134,1001,62,숙곡리천불사,233000843,37238.0,233000843,화성시,37.2480833,126.89871670000001
1694614,12621,92001,233000134,1001,63,구포3리,233000780,37612.0,233000780,화성시,37.24825,126.89206670000002
1694664,12626,92002,233000134,1001,64,구포리과수원,233000779,37207.0,233000779,화성시,37.24005,126.8821
1694712,12627,90684,233000079,20,13,이화1리마을회관(회차),233001583,37628.0,233001583,화성시,37.0427667,126.78976670000002
1694713,12628,90685,233000079,20,14,이화1리,233001584,37629.0,233001584,화성시,37.0468167,126.7951
1694714,12629,90745,233000080,21,38,발안기업은행,233001936,37277.0,233001936,화성시,37.130283299999995,126.91015
1694763,12636,90747,233000080,21,40,발안삼거리,233001864,37912.0,233001864,화성시,37.1347667,126.91145
1694943,12642,90753,233000080,21,46,구장1리,233000545,36907.0,233000545,화성시,37.1555667,126.89911670000001
1700043,12659,90755,233000080,21,48,구장리(경유),277101956,,277101956,화성시,37.1642333,126.9003
1700044,12660,90764,233000080,21,57,발안사거리.평리,233000817,37268.0,233000817,화성시,37.1315333,126.9102
1700188,12666,90769,233000080,21,62,고주리,233001511,36735.0,233001511,화성시,37.1288667,126.88375
1700191,12667,90770,233000080,21,63,고주리마을회관,233001509,37425.0,233001509,화성시,37.1279667,126.88371670000001
1700194,12668,90771,233000080,21,64,제암리입구,233001564,37626.0,233001564,화성시,37.12685,126.88856670000001
1700214,12670,90772,233000080,21,65,고주리진입로,233001512,37601.0,233001512,화성시,37.121733299999995,126.8924
1700215,12671,90811,233000081,24,10,공단입구,233001586,37631.0,233001586,화성시,37.103866700000005,126.8444
1700227,12673,90812,233000081,24,11,공단사거리,233001588,37633.0,233001588,화성시,37.1068167,126.84191670000001
1700235,12675,90813,233000081,24,12,포레시아,233002342,55229.0,233002342,화성시,37.108766700000004,126.84321670000001
1700243,12677,90814,233000081,24,13,노루오토코팅,233001592,37637.0,233001592,화성시,37.11395,126.83996670000002
1700251,12679,90815,233000081,24,14,존슨메티,233001591,37636.0,233001591,화성시,37.1122,126.83775
1700259,12681,90816,233000081,24,15,파카.3M,233001589,37634.0,233001589,화성시,37.110066700000004,126.83951670000002
1700267,12683,90817,233000081,24,16,금의1리복지회관,233001797,37844.0,233001797,화성시,37.1077833,126.823
1700268,12684,90818,233000081,24,17,멱우2리회관앞,233001814,37845.0,233001814,화성시,37.1025333,126.8211
1700269,12686,165636,241319043,20-4A,31,마도교차로,233001745,37753.0,233001745,화성시,37.19135,126.79343329999999
1700389,12690,165640,241319043,20-4A,35,마도산업단지,233001743,37752.0,233001743,화성시,37.1811667,126.78573329999999
1700485,12693,90978,233000085,23,5,어은리,233001645,55497.0,233001645,화성시,37.0864167,126.83738329999998
1700487,12694,90982,233000085,23,9,발안식염온천,233001794,37840.0,233001794,화성시,37.0927333,126.86638329999998
1700488,12695,90983,233000085,23,10,독정4리,233001795,37841.0,233001795,화성시,37.0793,126.8692
1700493,12696,90984,233000085,23,11,독정4리마을회관,233001132,36775.0,233001132,화성시,37.0790333,126.86711670000001
1700494,12697,90985,233000085,23,12,독정3리,233001773,37842.0,233001773,화성시,37.079666700000004,126.86405
1700497,12698,90987,233000085,23,14,어은리,233001646,55498.0,233001646,화성시,37.0865,126.83738329999998
1700499,12699,90988,233000085,23,15,어은삼거리,233001387,37593.0,233001387,화성시,37.0862,126.82653329999998
1700571,12754,153548,241205008,9-1,3,수영오거리.방송통신대입구,233000839,36146.0,233000839,화성시,37.2370333,126.96168329999999
1700718,12766,153549,241205008,9-1,4,대진화학,233000838,36135.0,233000838,화성시,37.2259167,126.95421670000002
1700790,12775,153550,241205008,9-1,5,동화리.동남아파트,233000837,36128.0,233000837,화성시,37.2238167,126.95248329999998
1700961,12779,91990,233000134,1001,52,봉담읍행정복지센터,233000836,36123.0,233000836,화성시,37.2204167,126.9493
1702529,12793,91991,233000134,1001,53,삼봉마을.신안인스빌,233000835,36119.0,233000835,화성시,37.2187333,126.94676670000001
1702781,12806,153845,241205012,50,101,장안대학,233000833,36111.0,233000833,화성시,37.2141,126.9437
1702952,12810,153846,241205012,50,102,왕림휴게소,233000832,36109.0,233000832,화성시,37.204466700000005,126.94275
1702984,12814,189366,241485015,10-6,26,상기리입구,233001581,36702.0,233001581,화성시,37.199883299999996,126.94091670000002
